ID,Age,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
186556,29,Right,1,4,4,65,67,65,72,69,75,66,46,61,80,81,77,75,73,67,68,55,66,65,73,68,45,72,71,64,72,49,46,42,11,15,16,11,9,74
214973,26,Right,1,3,3,75,67,49,73,66,77,73,70,72,76,78,77,79,69,84,70,59,66,43,64,44,38,68,70,65,66,30,31,29,9,7,11,10,9,74
236221,26,Right,1,3,3,58,61,64,76,52,65,57,59,75,74,61,54,59,79,67,79,67,72,72,63,81,68,76,73,70,77,72,72,70,6,14,9,9,9,74
176062,32,Right,2,4,3,76,66,67,78,64,71,70,73,71,73,60,62,66,74,62,70,75,76,69,71,70,59,74,80,67,73,35,65,59,12,15,11,7,6,74
214463,31,Right,1,3,3,56,77,66,62,60,69,69,67,57,74,79,81,90,75,77,76,77,72,69,66,50,50,73,66,77,76,37,37,33,10,14,9,11,11,74
243903,30,Right,1,3,3,61,75,78,68,66,73,52,58,61,68,68,74,67,72,55,72,81,77,86,66,51,46,76,69,67,69,31,46,31,13,14,6,6,11,74
210112,24,Left,1,5,4,65,73,46,71,66,79,73,65,66,75,81,69,88,68,82,68,80,53,42,74,37,30,71,66,58,72,23,43,37,9,6,15,12,7,74
214209,29,Right,1,2,4,59,76,66,65,74,74,65,59,49,74,79,80,80,70,79,77,63,76,74,74,45,26,72,68,78,72,56,21,19,7,11,14,13,9,74
204738,27,Right,1,3,3,76,60,47,70,64,77,60,61,62,75,89,90,84,67,75,70,69,79,70,68,73,56,64,62,54,63,57,52,46,6,9,14,13,8,74
214979,24,Right,1,3,1,20,18,15,31,15,16,16,12,24,20,46,42,32,59,39,18,51,35,70,14,27,18,19,48,25,67,12,14,16,74,72,70,75,77,74
230339,26,Left,1,3,4,74,56,62,67,45,77,66,56,67,76,82,83,71,65,67,62,60,81,72,61,45,66,51,51,55,76,67,75,74,13,8,9,10,12,74
178628,28,Right,1,3,4,64,74,59,73,71,78,70,65,60,78,83,76,92,72,88,75,84,75,65,74,73,42,72,74,69,71,50,53,31,6,6,7,12,8,74
191173,31,Right,2,4,3,67,60,71,80,65,70,55,54,71,73,65,68,73,76,72,74,80,90,62,65,76,74,71,69,64,76,69,61,54,9,14,6,12,6,74
159175,34,Right,2,3,3,60,42,71,71,57,64,35,45,66,71,55,60,67,72,70,69,76,76,76,67,85,78,55,70,57,77,68,78,75,14,6,7,13,9,74
162503,30,Right,1,4,3,60,81,83,68,64,63,62,31,43,69,72,65,72,78,63,59,75,65,77,70,71,39,78,72,53,65,20,23,22,13,16,6,12,10,74
231111,24,Left,1,3,2,55,27,76,74,26,59,39,31,75,65,68,75,49,72,48,44,67,69,83,29,67,73,32,53,45,69,71,75,73,6,6,5,7,8,74
176071,31,Right,1,3,3,59,46,64,76,56,68,66,54,66,70,64,49,72,73,77,68,58,88,67,53,78,72,60,66,66,66,73,72,73,15,6,8,6,11,74
186567,32,Right,1,5,2,55,39,75,59,33,37,46,48,61,62,62,60,67,66,69,35,83,69,76,37,80,70,17,50,55,66,76,76,73,12,10,7,15,13,74
202184,26,Right,1,2,3,67,68,58,71,64,74,70,69,64,70,91,85,94,74,90,74,63,71,57,67,52,29,71,74,69,70,34,29,27,11,15,9,13,13,74
202697,24,Right,1,3,2,47,36,75,72,34,64,55,58,53,70,57,60,63,73,58,55,63,66,72,42,68,75,47,44,42,65,70,77,74,13,10,11,13,10,74
222665,19,Left,1,4,5,74,59,38,75,65,83,74,70,68,85,76,70,78,72,76,55,46,64,33,57,32,48,62,80,59,77,38,31,32,14,15,15,8,10,74
216778,24,Right,1,3,2,38,43,74,67,51,64,22,26,60,65,66,70,65,70,51,70,77,69,78,58,84,76,48,48,38,69,62,76,75,10,14,13,7,15,74
217546,27,Left,1,3,3,77,49,59,70,46,68,76,68,62,72,66,71,62,73,64,72,61,81,71,67,66,76,57,44,64,65,73,75,72,7,10,15,10,10,74
224202,25,Left,1,4,3,61,67,76,76,56,73,62,55,73,75,64,70,64,69,53,75,70,83,75,71,71,68,67,71,59,66,68,68,69,7,9,14,14,12,74
190666,27,Right,1,2,2,47,36,68,63,54,52,45,30,58,61,64,67,66,75,65,50,83,63,72,34,69,77,45,47,44,66,73,76,74,10,10,6,16,15,74
192202,29,Left,1,3,3,79,70,58,79,74,80,82,82,77,79,60,61,65,70,77,84,54,53,68,78,76,69,70,77,69,75,66,66,65,16,16,7,13,8,74
198347,29,Right,1,3,3,67,75,70,72,72,75,70,50,65,76,77,78,77,68,64,76,69,72,68,73,60,28,73,65,72,70,19,29,29,13,16,10,9,10,74
201931,25,Right,1,2,1,14,5,12,32,10,20,12,12,17,23,38,34,51,69,48,15,72,34,60,19,28,25,10,45,22,65,16,19,13,77,73,65,69,79,74
203979,28,Right,1,4,2,44,56,65,71,60,65,42,52,68,67,65,64,66,72,71,85,81,84,76,75,86,73,61,65,64,68,78,75,74,15,15,7,12,15,74
227275,22,Right,1,2,1,16,12,18,29,15,19,17,21,24,21,44,45,36,76,37,24,61,31,71,20,22,25,17,31,22,48,22,19,16,72,69,60,76,75,74
217036,25,Left,1,3,3,72,64,70,72,65,78,69,57,64,74,76,79,79,71,77,58,66,90,39,60,49,66,71,62,70,59,74,73,69,15,7,12,11,9,74
220620,23,Right,1,3,3,76,47,63,72,41,69,44,42,68,73,81,78,71,69,71,59,70,76,61,41,64,68,57,64,44,63,67,73,72,15,6,12,8,11,74
162508,35,Right,1,3,2,42,49,72,73,64,42,43,42,69,62,51,50,51,73,66,59,62,74,74,49,69,82,56,62,33,71,78,71,74,6,16,8,8,15,74
187084,30,Right,2,3,3,64,70,77,66,66,65,57,36,44,65,87,89,77,71,60,75,86,90,82,65,81,67,75,67,75,67,62,69,65,1,1,1,1,1,74
200653,29,Right,1,3,2,41,39,79,62,36,42,50,11,50,60,34,38,47,69,37,67,47,71,87,21,80,71,31,51,48,66,73,75,73,10,14,14,8,8,74
203725,24,Right,1,4,3,68,73,41,68,61,77,70,65,54,74,89,87,88,69,84,62,71,67,37,59,35,32,72,64,54,66,29,24,22,12,7,8,10,7,74
214477,33,Right,1,3,2,30,45,76,67,27,50,30,28,64,60,76,67,69,71,79,65,65,84,86,40,70,77,50,45,65,76,76,70,67,14,12,13,10,13,74
150477,33,Left,1,2,1,11,11,16,36,13,14,11,15,23,13,28,34,53,73,45,23,70,38,67,13,45,26,16,59,11,60,20,13,16,78,64,68,74,79,74
239053,19,Right,1,3,3,49,67,48,78,38,70,51,48,81,74,69,68,51,69,64,77,49,68,56,77,59,68,61,75,42,70,70,67,50,6,10,6,15,8,74
209102,26,Left,1,4,4,77,47,63,75,73,78,74,72,69,75,76,84,79,74,74,69,62,75,65,70,75,60,76,62,70,76,28,69,69,13,13,16,14,7,74
210384,25,Left,1,3,3,72,47,55,67,49,75,65,47,60,72,85,90,81,73,80,66,73,80,64,53,75,72,70,55,50,68,70,72,70,13,8,15,6,13,74
212432,26,Right,1,3,1,11,18,16,28,18,12,19,15,23,18,51,50,21,70,50,19,54,29,33,14,19,17,12,65,19,63,29,18,16,75,71,59,74,76,74
153296,31,Right,2,4,4,72,62,69,78,69,75,78,76,77,76,50,51,72,72,68,75,52,61,67,72,66,50,70,80,74,76,47,52,43,11,7,5,9,13,74
230354,26,Right,1,3,3,68,36,75,76,54,75,65,49,67,69,69,76,80,68,58,56,77,76,58,55,82,73,58,56,48,67,75,74,77,13,10,17,13,15,74
187858,26,Right,1,4,4,71,71,54,73,74,78,76,78,68,75,72,70,69,70,71,82,75,72,73,77,60,52,71,75,79,76,37,50,41,8,11,7,10,13,74
216019,31,Right,1,3,2,54,34,68,79,32,62,35,50,76,66,42,49,52,73,49,70,65,79,77,67,78,69,59,59,40,55,68,75,68,11,14,9,14,9,74
228819,21,Right,1,3,4,72,70,39,71,59,78,56,53,69,78,90,80,85,63,87,70,67,86,48,64,42,28,67,73,69,74,43,40,35,10,13,14,10,7,74
209620,23,Left,2,2,3,76,48,67,72,41,75,67,23,67,75,79,78,77,74,75,59,75,68,64,47,73,71,63,55,42,69,70,74,74,12,11,6,11,10,74
151508,33,Right,2,3,3,72,58,53,79,64,74,73,69,75,75,60,51,72,77,75,63,74,63,57,63,74,67,66,75,62,83,60,66,67,9,7,13,9,11,74
223188,28,Right,1,2,3,76,47,64,72,50,72,74,39,65,72,79,82,82,69,72,79,74,83,66,74,78,70,66,68,40,67,68,70,70,8,7,10,16,13,74
209621,23,Left,1,4,3,71,62,57,77,65,75,74,70,74,80,65,64,68,69,67,71,55,72,69,72,50,56,66,74,67,64,50,58,44,16,8,12,6,7,74
192725,28,Left,2,3,2,68,32,73,75,38,62,42,40,72,71,68,70,64,75,64,56,75,76,73,33,76,74,27,63,42,74,74,76,70,13,13,15,7,15,74
222678,25,Left,1,3,3,70,70,40,74,66,74,73,75,71,76,79,75,83,70,84,65,60,67,53,64,50,32,70,72,71,58,28,34,45,16,9,13,16,13,74
212183,29,Left,1,3,3,73,43,59,63,46,65,65,58,67,70,80,88,85,74,82,77,88,76,61,64,75,73,59,53,40,63,71,72,74,13,12,11,14,8,74
200408,25,Left,1,3,2,28,24,74,65,20,40,31,22,57,62,61,59,57,70,69,33,75,63,77,28,68,73,24,29,21,55,76,75,74,12,8,16,16,11,74
204760,24,Left,1,2,3,75,49,70,71,43,73,69,61,67,72,71,72,72,71,71,63,73,74,69,59,74,72,63,65,45,70,74,74,72,13,6,14,13,8,74
210136,24,Right,1,3,2,78,37,71,68,39,62,58,37,64,65,74,79,71,69,67,56,73,75,71,51,72,65,66,61,38,59,75,76,75,16,8,11,10,9,74
215256,25,Right,1,2,3,71,34,52,66,32,77,57,58,68,67,88,89,76,72,66,51,85,91,68,37,83,64,35,32,48,68,74,71,73,12,12,16,12,15,74
198617,28,Right,1,3,3,64,62,49,76,59,77,66,52,64,76,80,78,85,69,78,54,59,78,50,56,46,19,64,77,58,76,56,28,22,7,9,7,6,14,74
206553,26,Left,1,3,2,39,40,73,59,24,47,27,36,55,52,65,72,44,69,48,60,78,66,91,46,84,71,31,35,60,67,68,75,69,10,13,13,10,9,74
234457,22,Right,1,4,3,61,60,69,75,66,74,62,66,73,75,83,78,85,76,78,81,81,73,71,60,64,69,62,69,69,61,71,74,77,10,12,13,12,15,74
178393,30,Left,2,3,4,77,68,59,75,71,77,79,74,67,80,77,77,72,65,77,72,66,32,73,77,60,41,71,68,76,73,35,31,24,9,14,7,12,9,74
229595,21,Right,1,3,3,60,63,40,71,50,82,53,66,70,80,83,80,88,63,85,61,50,87,50,52,50,50,75,72,62,68,67,42,50,14,9,12,14,13,74
138460,34,Right,1,3,2,52,51,79,67,49,56,55,41,66,69,58,69,50,74,40,56,68,63,82,60,79,72,46,55,67,67,63,78,71,7,13,8,8,6,74
224221,22,Right,1,3,2,36,40,74,63,33,46,40,36,64,59,64,59,50,69,55,48,77,53,83,38,68,73,28,48,44,65,75,77,73,13,7,9,15,14,74
235997,19,Right,1,3,3,65,47,55,75,48,69,54,55,74,73,73,72,80,68,79,61,59,69,64,55,68,76,57,72,49,64,70,75,77,14,11,8,13,9,74
227550,27,Right,1,2,2,26,21,79,65,31,44,28,23,56,51,59,57,55,77,51,41,37,62,91,22,78,74,30,26,45,70,76,74,68,15,9,8,10,7,74
232670,30,Right,1,3,3,50,75,77,63,63,73,45,33,46,69,68,72,65,68,61,75,81,68,87,72,72,15,73,56,67,69,34,19,22,5,8,9,10,15,74
193247,27,Right,1,3,1,11,12,13,24,13,11,17,17,15,20,41,43,45,70,41,21,63,32,52,16,30,12,12,54,19,63,12,9,19,78,69,64,69,78,74
201953,28,Left,1,2,4,79,68,64,76,65,76,78,73,72,76,75,71,74,71,64,76,68,79,68,77,71,71,71,79,67,71,68,73,69,12,13,11,14,9,74
212449,28,Right,1,3,2,37,67,77,63,43,49,57,50,54,68,32,30,33,64,34,68,78,65,92,58,82,64,68,34,42,70,71,74,73,8,9,12,15,10,74
122849,34,Right,2,4,3,61,75,71,67,71,73,57,56,49,75,75,76,73,71,61,78,78,75,76,68,47,28,71,66,67,74,30,43,26,10,6,7,12,7,74
206306,26,Right,2,3,3,71,60,53,77,56,71,71,55,73,73,67,64,73,75,85,77,63,77,70,76,85,68,70,71,54,69,65,70,64,7,11,11,15,15,74
231138,22,Left,1,2,4,47,74,62,64,65,79,76,73,61,72,87,90,82,73,84,75,73,76,64,60,54,25,74,56,65,63,35,24,21,7,7,8,10,8,74
220131,26,Right,1,3,2,33,78,84,58,60,60,43,32,33,74,59,57,44,70,33,75,54,65,89,58,48,19,77,58,68,55,30,25,29,7,10,10,10,8,74
205540,22,Right,1,4,3,67,63,35,70,50,83,65,53,61,77,83,78,80,65,81,77,57,67,66,72,50,48,71,69,63,68,35,45,40,13,15,7,13,13,74
212197,25,Right,1,4,1,7,11,10,31,7,22,13,12,26,31,42,44,39,68,33,22,70,43,69,9,25,16,7,40,19,28,12,16,11,74,72,75,69,77,74
226789,21,Right,1,4,3,73,61,67,77,52,78,64,66,75,76,73,77,76,67,66,61,61,76,70,52,65,68,64,72,53,65,65,73,69,12,6,11,15,14,74
172517,30,Right,1,4,3,70,65,55,76,62,75,66,69,69,78,75,73,72,71,80,78,61,90,74,70,83,63,69,71,67,81,65,64,64,12,12,14,14,9,74
183781,29,Left,1,3,2,50,36,72,70,49,56,63,42,73,67,44,47,54,68,46,57,80,70,84,52,68,70,60,61,45,77,76,74,71,15,13,15,8,11,74
196069,33,Right,1,4,3,76,59,63,72,57,79,65,59,68,78,82,85,79,76,80,69,71,78,70,62,59,68,71,71,71,69,58,66,65,6,14,12,14,12,74
188135,29,Right,2,3,3,73,57,69,72,53,71,64,60,67,79,74,79,75,73,70,79,74,89,73,80,68,75,69,63,59,68,49,73,74,13,9,13,10,14,74
199912,25,Right,1,5,4,72,71,50,75,64,78,75,72,70,77,76,70,82,72,81,68,72,71,52,68,39,37,69,69,60,61,41,24,20,11,14,7,16,14,74
234730,21,Right,1,2,3,69,41,64,69,40,74,59,39,63,74,78,74,67,72,77,62,67,75,66,53,74,74,59,59,39,68,68,75,74,8,13,10,10,9,74
216811,30,Right,1,2,2,28,30,76,55,21,37,21,26,65,57,45,55,37,64,31,37,80,62,95,23,94,72,39,36,39,55,78,65,63,13,14,14,6,7,74
221931,25,Left,1,3,4,69,65,58,75,58,74,72,72,73,76,70,64,62,70,54,76,51,67,76,72,45,68,78,77,67,76,64,67,63,10,16,8,8,15,74
53739,35,Right,1,4,1,19,17,14,43,15,11,17,19,40,34,52,46,56,69,56,24,73,39,71,19,42,26,14,50,20,60,12,13,19,74,72,74,74,76,74
194795,32,Right,2,4,2,59,45,69,71,28,62,28,47,71,67,67,66,71,69,66,58,78,69,77,46,90,73,51,61,45,75,71,72,73,10,9,11,13,14,74
223724,25,Right,1,4,3,74,59,55,69,59,67,65,33,62,66,84,85,75,75,75,73,66,90,69,70,84,68,66,60,45,72,62,71,73,10,14,7,8,7,74
208621,27,Left,1,4,3,74,74,46,68,58,72,78,68,65,73,79,79,78,68,64,80,61,85,67,72,58,34,71,70,66,69,31,30,26,8,14,16,8,13,74
172013,32,Left,1,2,3,75,45,76,75,42,67,72,38,70,74,62,63,66,75,56,59,66,67,68,68,70,77,58,59,49,66,64,76,80,16,10,8,12,6,74
112365,33,Right,2,3,3,72,52,63,78,65,70,76,71,76,75,61,52,61,72,72,57,70,72,68,72,78,67,65,75,67,74,76,66,68,6,16,16,15,9,74
191725,33,Right,2,3,3,72,65,55,74,72,72,76,77,71,76,67,67,75,73,68,78,54,72,62,74,66,54,74,73,79,75,45,62,50,7,11,15,7,7,74
191726,30,Right,2,4,3,49,31,76,72,59,68,54,44,68,69,54,55,48,67,49,69,70,81,90,67,89,72,58,70,54,67,69,73,70,7,8,5,10,6,74
212207,25,Right,1,4,3,69,70,66,72,65,74,75,74,71,75,69,69,77,69,78,71,63,67,61,76,60,42,72,76,66,64,23,30,32,14,7,13,10,12,74
225263,21,Right,1,3,2,28,32,73,64,32,54,28,31,47,58,63,67,47,66,61,48,75,75,84,35,72,69,60,45,38,66,73,76,73,8,9,9,10,8,74
186351,28,Right,2,4,3,67,67,78,74,66,77,49,44,74,73,67,72,71,71,51,85,83,86,78,74,82,69,68,69,72,72,67,70,69,9,8,14,16,14,74
163824,33,Right,3,4,2,32,37,71,63,34,57,34,23,73,61,43,49,52,67,59,64,68,54,83,40,85,74,28,53,45,66,74,69,70,7,10,16,7,10,74
203505,24,Left,1,4,3,67,61,68,67,45,71,67,60,63,68,83,85,82,72,85,70,92,86,74,67,64,72,68,63,61,64,68,74,73,13,14,14,9,14,74
20209,37,Right,2,3,2,41,25,72,56,35,48,25,28,47,52,50,42,62,70,64,65,92,69,77,32,91,70,56,45,40,75,76,77,74,14,15,7,8,13,74
220658,23,Left,1,2,3,70,48,64,67,58,75,71,64,55,74,86,84,78,72,67,76,74,79,67,71,85,72,66,58,46,70,70,73,71,9,9,8,15,8,74
186098,30,Right,1,2,1,12,12,14,26,13,15,15,12,31,25,59,56,52,69,60,24,69,36,80,16,29,14,11,55,25,65,25,13,12,74,70,67,77,75,74
183795,29,Right,1,2,2,35,16,76,60,14,39,37,20,55,49,43,55,39,69,55,48,72,55,84,18,75,75,26,49,23,60,72,77,74,13,14,7,15,9,74
148212,34,Right,1,3,1,18,13,14,31,15,16,15,14,28,19,46,28,44,65,34,19,72,24,68,11,34,24,13,35,22,42,12,15,12,74,68,65,78,76,74
217844,30,Left,1,3,2,75,37,64,69,33,75,63,40,52,74,73,77,68,73,61,72,72,85,76,43,74,69,70,58,45,73,68,75,71,12,7,11,7,6,74
183284,33,Right,3,3,3,39,40,76,70,50,61,51,50,68,62,67,63,62,66,58,60,79,67,76,59,76,72,44,63,57,64,72,74,70,6,14,15,13,11,74
199157,27,Left,1,3,3,80,60,64,75,56,67,58,45,63,74,71,72,66,67,69,78,73,77,74,55,82,75,63,69,43,66,72,73,73,6,12,5,15,8,74
232437,23,Left,1,3,2,73,45,69,69,24,52,32,40,56,69,70,69,55,75,67,40,48,75,65,34,81,76,43,42,38,65,71,74,76,13,13,8,6,8,74
232693,21,Right,1,3,2,30,36,70,63,30,57,33,25,54,62,69,73,66,73,52,53,73,68,77,37,77,73,28,30,40,69,73,75,73,12,5,11,14,13,74
216055,27,Right,1,4,4,66,62,52,75,62,74,69,70,73,74,88,88,83,68,81,73,74,73,63,65,55,58,68,70,69,71,58,31,27,8,6,7,9,7,74
198136,28,Right,1,3,4,68,66,59,75,70,77,63,51,60,77,87,88,82,69,74,68,66,72,65,69,57,36,70,64,58,71,55,40,26,15,10,10,13,8,74
229880,20,Right,1,2,3,64,44,60,66,43,73,47,45,52,67,86,87,83,65,71,51,60,70,67,46,63,71,62,60,56,61,78,76,82,9,8,6,8,8,74
184312,30,Right,2,3,3,72,66,53,69,68,77,67,47,54,76,95,93,86,67,80,70,64,74,65,57,58,24,72,63,63,65,27,30,30,11,5,9,6,5,74
222457,23,Right,1,3,4,64,67,62,74,49,77,72,70,69,75,82,76,79,67,66,80,60,58,67,72,70,50,69,69,59,72,50,55,30,15,13,12,10,11,74
162297,32,Left,2,2,1,11,10,10,26,10,10,13,10,29,21,49,39,38,70,27,23,65,30,45,11,12,13,10,30,22,69,8,12,12,74,74,63,76,74,74
176377,33,Left,1,2,2,64,38,72,70,32,59,53,46,62,55,56,51,30,67,39,74,71,70,80,58,82,74,65,58,43,64,68,75,76,11,6,10,12,16,74
199418,30,Left,2,4,3,73,67,53,71,62,75,73,72,66,75,77,77,79,73,85,72,53,79,52,63,62,42,69,71,69,70,57,44,41,7,10,16,11,14,74
212474,25,Right,1,4,4,78,65,49,76,53,74,74,72,77,75,74,70,77,78,74,74,60,69,39,75,66,60,67,76,70,68,44,58,53,11,13,12,12,13,74
213242,24,Right,1,3,3,50,58,69,75,35,70,52,43,71,78,69,69,73,69,70,65,69,72,71,57,69,72,57,69,54,70,67,78,75,13,16,14,15,14,74
189946,28,Right,1,3,3,75,40,69,75,42,72,48,44,74,74,62,45,67,75,79,58,82,80,65,41,72,76,54,64,58,69,76,75,75,16,10,10,11,16,74
193786,26,Right,1,1,1,18,10,11,31,17,13,14,19,31,12,51,46,48,72,33,23,75,29,54,18,21,10,11,34,21,66,18,11,10,78,73,62,69,77,74
204539,28,Right,1,4,3,75,58,62,73,59,76,77,63,67,74,95,94,80,69,76,76,72,80,74,68,70,63,68,60,64,60,66,70,67,11,12,13,15,11,74
226045,23,Left,1,1,3,71,70,60,72,49,75,70,40,65,73,79,77,75,67,71,72,69,83,73,58,50,55,72,70,65,66,70,69,69,9,7,8,12,11,74
230397,30,Left,1,3,2,62,47,74,68,51,58,49,43,71,72,66,70,55,72,61,70,67,74,73,52,78,73,41,34,67,64,71,77,67,13,8,13,6,12,74
200446,29,Right,1,4,4,70,73,68,65,76,77,73,79,60,75,77,78,81,70,77,79,76,72,65,70,55,29,70,66,73,72,21,38,33,14,6,12,6,10,74
201982,28,Right,2,3,3,72,66,56,73,60,73,76,77,62,75,77,79,77,74,79,74,65,79,73,67,77,65,73,70,63,71,59,68,64,15,7,7,10,8,74
203774,26,Left,1,3,4,64,72,69,67,72,75,81,79,52,74,75,77,74,71,70,85,74,67,73,65,76,26,72,67,76,75,22,21,19,15,13,16,12,10,74
206590,24,Right,1,5,3,75,68,54,79,59,76,80,59,75,76,72,68,78,68,79,68,74,76,56,69,52,51,69,71,59,68,60,47,34,12,7,16,7,7,74
192766,26,Left,1,3,2,67,42,72,73,32,63,66,40,56,73,42,59,62,70,66,46,83,70,67,37,78,81,61,61,50,73,60,79,77,14,12,16,15,10,74
198143,27,Right,1,3,4,71,66,40,70,62,79,79,68,71,79,78,67,79,67,86,67,70,72,55,71,52,19,68,77,75,69,22,30,14,9,9,14,15,15,74
167936,34,Right,1,3,2,60,25,73,66,25,30,40,34,56,64,32,37,46,71,69,43,63,50,72,30,75,76,42,52,39,67,75,77,72,13,15,8,6,13,73
169216,31,Right,2,2,3,70,70,74,62,68,70,54,37,49,69,79,78,68,74,72,76,94,67,68,65,80,42,75,63,72,68,31,27,24,11,13,10,11,10,73
188416,28,Left,1,4,3,68,51,74,76,60,63,74,75,76,74,56,60,68,74,67,72,75,81,73,68,62,75,58,72,57,75,75,72,70,13,8,13,15,15,73
198145,26,Right,1,4,3,59,72,60,63,71,77,81,59,59,80,74,74,74,78,71,69,60,64,62,72,32,20,74,65,69,66,45,22,27,13,12,13,7,15,73
200962,28,Right,1,3,3,66,62,51,75,60,76,75,73,72,77,81,77,91,75,90,65,63,72,34,61,55,63,70,74,67,78,61,52,47,16,10,8,9,15,73
206594,23,Left,1,2,3,75,66,40,70,54,79,70,64,64,74,78,82,78,64,77,74,35,68,61,71,55,30,67,72,55,68,63,50,42,9,11,7,13,15,73
210434,31,Right,1,3,3,67,45,52,60,39,72,60,43,56,66,77,75,72,69,67,60,60,88,75,66,69,70,63,51,44,68,72,77,78,13,8,6,9,9,73
224258,20,Right,1,3,3,55,48,74,68,41,71,58,52,66,73,62,68,50,55,58,64,52,82,88,53,75,68,52,63,49,75,70,74,72,9,9,14,7,10,73
177922,30,Right,2,3,3,70,68,69,68,72,70,69,71,71,74,86,77,80,70,70,74,52,61,66,75,43,48,72,73,68,68,36,29,20,16,10,15,14,11,73
188931,33,Right,1,3,2,49,36,61,70,46,58,59,50,67,65,51,43,63,72,69,60,78,81,75,51,72,77,54,68,58,65,75,75,67,12,10,11,9,13,73
179972,30,Right,2,3,3,60,77,80,71,79,66,60,64,61,72,38,38,53,69,46,78,70,54,91,71,46,26,77,70,67,70,28,29,18,6,14,9,7,12,73
180228,31,Right,1,2,2,43,39,76,66,40,50,48,41,57,54,55,53,52,66,44,63,52,53,79,49,74,74,46,41,50,71,75,74,71,15,7,7,16,12,73
204549,24,Right,1,3,1,11,14,11,48,14,18,11,19,46,25,53,48,45,69,49,40,65,37,73,12,28,12,11,41,30,46,12,11,18,76,71,65,70,76,73
189701,31,Right,1,3,2,44,56,74,70,44,51,68,68,72,63,51,51,52,62,43,73,67,60,77,49,76,74,39,55,64,59,74,75,71,6,13,13,16,15,73
150278,38,Right,2,2,1,13,14,12,35,19,15,12,12,33,22,35,36,37,74,35,22,50,23,66,15,26,14,8,21,24,42,13,13,13,73,74,45,74,74,73
201223,26,Right,1,2,3,64,59,60,74,50,76,54,54,68,70,78,76,78,74,79,72,79,79,78,65,80,74,72,70,60,67,66,77,76,11,5,10,6,7,73
203783,26,Right,1,3,3,74,38,66,70,20,65,59,41,62,70,74,69,60,74,63,29,62,76,69,22,71,69,67,68,41,63,69,74,71,15,14,14,14,9,73
19975,34,Left,1,4,3,75,76,58,74,75,72,71,75,69,75,75,72,71,63,69,76,75,75,69,75,48,43,77,66,64,61,23,48,46,9,12,8,15,10,73
223751,23,Right,1,3,2,49,40,71,68,39,59,38,50,68,67,63,59,62,68,56,49,53,63,76,39,70,75,29,57,54,63,74,76,73,7,15,12,11,11,73
176903,34,Left,2,3,2,56,27,50,69,53,61,55,47,69,70,54,47,65,67,71,68,69,69,66,58,81,77,52,65,40,71,79,76,69,13,10,9,15,10,73
166664,32,Right,1,2,2,70,45,68,71,54,59,66,40,59,73,71,75,76,72,73,69,80,73,70,59,80,67,59,59,49,66,73,71,75,8,10,10,13,13,73
238856,24,Left,1,2,2,43,38,61,72,49,62,67,40,75,72,56,64,77,76,75,77,77,84,67,52,82,68,47,55,51,72,62,75,70,6,8,6,11,8,73
215049,29,Left,1,3,3,57,45,60,68,44,68,55,47,60,68,80,80,82,72,86,69,88,91,43,67,75,71,70,42,55,54,68,72,73,14,16,11,10,14,73
139274,35,Left,2,3,2,20,14,74,54,28,54,24,27,54,58,33,31,30,66,34,47,72,46,92,32,70,78,20,25,46,75,60,77,73,10,9,5,12,12,73
215050,31,Left,1,2,2,28,35,75,63,37,50,39,32,55,65,69,59,49,67,53,75,67,66,81,62,84,68,38,47,48,69,70,73,73,7,9,14,6,7,73
188938,32,Right,1,3,1,14,11,12,20,15,13,12,14,21,22,45,50,63,65,53,22,60,38,65,15,25,24,17,31,14,54,12,14,15,74,71,70,73,75,73
232459,23,Right,1,2,2,44,35,71,59,33,59,41,45,54,61,63,67,59,67,55,70,89,77,77,46,84,68,45,45,49,65,73,74,72,13,12,9,11,10,73
226060,24,Left,1,3,3,67,76,45,71,67,78,57,54,50,77,92,88,91,79,92,75,43,79,40,65,40,21,76,69,54,66,22,35,26,13,15,7,14,9,73
215565,22,Right,1,3,2,25,16,74,67,28,53,27,21,54,66,62,58,57,68,41,35,79,68,82,32,81,70,27,32,31,69,66,73,74,10,7,14,7,15,73
220685,24,Right,1,4,3,65,69,68,70,69,72,69,63,65,75,68,69,67,73,64,77,70,72,74,66,63,33,77,69,72,74,32,28,31,15,12,8,10,15,73
223245,23,Right,1,4,3,65,69,66,74,64,77,73,68,64,74,88,88,89,68,86,78,83,75,59,68,37,19,68,64,59,68,23,24,21,9,10,16,7,13,73
193549,27,Right,1,3,2,47,22,72,53,18,54,49,35,59,58,54,61,56,68,54,54,82,74,86,23,79,72,23,53,25,58,72,72,72,8,10,12,13,16,73
241166,28,Right,1,3,3,62,56,42,78,51,70,77,80,77,72,55,57,58,70,71,75,57,66,59,74,68,74,35,77,63,62,71,68,67,9,11,7,14,10,73
